  1        1664525     1013904223  0
  2      389569705     1196435762  0
  3     2940799637     3519870697  0
  4      158984081     2868466484  0
  5     2862450781     1649599747  0
  6     3211393721     2670642822  0
  7     1851289957     1476291629  0
  8     3934847009     2748932008  0
  9     2184914861     2180890343  0
 10      246739401     2498801434  0
 11     1948736821     3421909937  0
 12     2941245873     3167820124  0
 13     4195587069     2636375307  0
 14     4088025561     3801544430  0
 15      980655621       28987765  0
 16     2001863745     2210837584  0
 17      657792333     3039689583  0
 18       65284841     1338634754  0
 19     1282409429     1649346937  0
 20     3808694225     2768872580  0
 21     2968195997     2254235155  0
 22     2417331449     2326606934  0
 23     2878627493     1719328701  0
 24      307989601     1061592568  0
 25      504219373       53332215  0
 26     1897564169     1140036074  0
 27     2574089845     4224358465  0
 28     3294562801     2629538988  0
 29     3478292285     1946028059  0
 30     2651335705      573775550  0
 31     2523738949     1473591045  0
 32      666245249       95141024  0
 33     4137395341     1592739711  0
 34     2604435753     1618554578  0
 35     1706708245     4257218569  0
 36     3963176977     2685635028  0
 37     3678957277     2617994019  0
 38     3530469177      740185638  0
 39     3858799589     4194465613  0
 40      629287073     2426187848  0
 41     3146069549      967350023  0
 42     3820924489      366635194  0
 43     2403397557     2557108433  0
 44     2390444593     3503432700  0
 45     2593868413      353185579  0
 46     4291139161      706247310  0
 47     1705056389      408928405  0
 48     3186638017     1855199472  0
 49     1279327181     1263785871  0
 50     1520793449     2223693730  0
 51      826009173      594074265  0
 52     3692925009      684458788  0
 53      216635933     3868161075  0
 54     3357106553     1929325558  0
 55     3404802341      166605533  0
 56     1765856481     2640352920  0
 57     4145378669     1798252823  0
 58     2424661129     2071081866  0
 59     1312141557      171871585  0
 60     2770901617     2087307084  0
 61     2778848701      698505787  0
 62     2399572121     3647212126  0
 63     4293086661      634580517  0
 64      667185409     1956956480  0
 65     1394156301     2017242015  0
 66     2827154857     1181484146  0
 67     3121139605     1221761321  0
 68      984934545     3441954932  0
 69     3322058077      962199875  0
 70     2881070009      571258310  0
 71     2897872485     3352760941  0
 72     2212204833     3763818728  0
 73     1513260205     1371701031  0
 74     2857544393     1288172122  0
 75     1138737717     2012225009  0
 76     2431318705     3960962716  0
 77     1998209277     4082010443  0
 78     3673103065     1249037870  0
 79       34067205     3840393141  0
 80     3556160833     3947023760  0
 81     3273136717     3754607535  0
 82      339280873     2143919426  0
 83      540346581     1774599097  0
 84     2701349073     1818014148  0
 85     1674010781      136057427  0
 86     4042487289     2672030614  0
 87     3266261925      798365181  0
 88     3163970913     2575687480  0
 89     2605736941      732141879  0
 90     2903146761     2569577770  0
 91     2463310709     1449661057  0
 92      189164273     3853535724  0
 93      314078269     1541586011  0
 94     3416470809     2732705278  0
 95     2380441669     3432461637  0
 96     4065003905      320021984  0
 97      556917133     2287935423  0
 98     2519441961      697346578  0
 99     3637809685     2555167305  0
100     4178364689     2262755092  0
101     1617689565     1992730467  0
102     2221594681     3286361446  0
103     1764012261     2537831821  0
104     1001732513      506544520  0
105     3722646317     3411244871  0
106     2643519305     1998670842  0
107     1386468533     4174342929  0
108     1052699441     4165544252  0
109      959477629       91222891  0
110     3796295513     3817730510  0
111     2319961477     4128919253  0
112     3011866049     3925529136  0
113     4284119245     2493169615  0
114     3485388905      737028834  0
115     3992677205     2360290521  0
116     3184873809     2388897892  0
117     2468636445     1770700915  0
118      197380729     2892204854  0
119     1634631205     1060800797  0
120     1249650145      685668312  0
121     4066284141     2811435351  0
122     1237966217     3565086410  0
123     3487946229      546252705  0
124      114850673     3426163852  0
125     2822130365     1514614395  0
126     2029918617     3096727966  0
127     3809166021     2901019749  0
128     2305417729     2065617536  0
129     1015406605     1398711263  0
130     1263963817      776937394  0
131     1052611733      896957289  0
132      996206993      903876020  0
133     1881449053     2497273219  0
134      631393465     2290476294  0
135      299932517     3792828589  0
136     2469339681      693273128  0
137     2520179117     3949166439  0
138     2291753929     1179547034  0
139     3425511221     2370848817  0
140      806820785     1930372060  0
141     1518202365     2633592203  0
142       49079257     1230103918  0
143     3372288005     4273958389  0
144     1723622977      786704080  0
145     1151866701     1338756079  0
146     3159809257     1734379650  0
147     3207531989     1198239225  0
148     3467874769     3246980868  0
149     1218489757     2372107923  0
150     2846514937     1799746262  0
151     3318679717     1151568957  0
152     1628581473     2492620920  0
153     3017801965     2248518007  0
154     2044951049     3638360170  0
155     3188574325     2365312193  0
156     3086928881     3081125676  0
157     3350946109     4166496411  0
158     1278688793      140750142  0
159     4059897157     1267954565  0
160     4282448513      451923744  0
161     1354047117     1631795199  0
162     1059306281     1829725522  0
163     3093550869     3449275529  0
164      634472977     1456702548  0
165     2328660189     3625591715  0
166     3900703033      450933926  0
167     3985491429     3322430413  0
168     3764996769      887296712  0
169     2731405357      989501319  0
170     3331072073     3753340730  0
171      287029685     2344269137  0
172      219384881     1846636156  0
173      614638717     2406676395  0
174     3120638041     2208737550  0
175     3637740165     3583974677  0
176      129736385     1378274160  0
177     2795566541     3144017935  0
178     2569087337       76068386  0
179      141553749     3108224793  0
180     2143162961     1282710948  0
181       31208477     4197338291  0
182     3955700601     3771935350  0
183     1584452389     4019789661  0
184     1584953057     2043255064  0
185     1735700333     2986559895  0
186     3765917321     3316308490  0
187     1709898485     2750808545  0
188     1322867825     3282416076  0
189     2733094845     2375828155  0
190     2322506393      876075230  0
191     4250417093     1364945573  0
192     1978684161      883825600  0
193     3646921997     4262779935  0
194     2025007017     4063853298  0
195     1650940309     1912118697  0
196     3967675025     2053196532  0
197      369340253     2299591107  0
198     3055809977     1507480646  0
199     2462855269       82779885  0
200     2307109665     3356160872  0
